acctno,monthly_income,job_time_months,res_time_months,job_employment_status,job_title,job_company,job_verified,industry,term,fundedAmount,monthly_payment,make,model,year,loanStatus
L024505,3600.0,12.0,120.0,Full Time,COOK,Joey’s of Justice,False,Hospitality,57.0,16589.2,640.64,Ram,1500,2015.0,ACTIVE
L024507,0.0,30.0,84.0,,,Pattis's Sunnce Cafe,False,Hospitality,57.0,13617.1,504.67,Jeep,Grand Cherokee,2011.0,ACTIVE
L024508,3200.0,19.0,12.0,,MECHANIC,ECO BRITE LINENS LLC,False,Unknown,51.0,11746.4,485.67,Jeep,Compass,2015.0,ACTIVE
L024509,2580.0,8.0,24.0,,,CENTER HOME FOR HISPANIC,False,Unknown,60.0,13968.5,467.83,Nissan,Altima,2014.0,REPOED
L024511,2800.0,6.0,24.0,Full Time,AYUDANTE COCINA,HOTEL  MARRIOT,False,Hospitality,57.0,14090.6,554.52,Chevrolet,Equinox,2013.0,WRITE-OFF
L024513,3200.0,6.0,24.0,Full Time,OPERATOR,KFI STAFFING LLC,False,Other Services,51.0,11799.9,538.63,Ford,Edge,2013.0,REPOED
L024514,2500.0,1.0,24.0,Full Time,GENERAL LABOR,LABOR SOLUTIONS LLC,False,Other Services,51.0,9110.3,442.73,Chevrolet,Cruze Limited,2016.0,ACTIVE
L024515,4600.0,10.0,24.0,Full Time,LABORER,PITTMAN CONCRETE CONTRACTORS,False,Unknown,51.0,11757.0,542.41,Ford,Fusion,2016.0,ACTIVE
L024516,2500.0,72.0,24.0,Full Time,CLEANER,"NEAT WISCONSIN M&S, LLC",False,Other Services,60.0,15123.6,615.37,Nissan,Rogue,2015.0,ACTIVE
L024517,2700.0,24.0,24.0,Full Time,PACKING,MODERN SPROUT,False,Agriculture,60.0,15811.4,617.65,Honda,CR-V,2014.0,CLOSED
L024518,2240.0,4.0,0.0,Full Time,PRODUCCION,METRO STAFF INC,False,Other Services,45.0,7160.5,378.61,Chevrolet,Cruze,2012.0,WRITE-OFF
L024519,2520.0,2.0,0.0,Full Time,LABORER,SUPERIOR STAFFING,False,Other Services,51.0,12193.7,540.13,Chevrolet,Equinox,2015.0,ACTIVE
L024520,2200.0,1.0,24.0,Full Time,LABORER,STAFFING PARTNERS,False,Other Services,51.0,12762.6,564.83,Nissan,Pathfinder,2013.0,WRITE-OFF
L024521,3000.0,96.0,96.0,Full Time,FARM,TWIN LAKES FARM,False,Agriculture,57.0,14340.0,576.59,GMC,Terrain,2014.0,ACTIVE
L024522,3392.0,12.0,24.0,Full Time,LABORER,RON STAFFING INC,False,Other Services,54.0,13232.0,560.7,Ford,Explorer,2012.0,CLOSED
L024523,4160.0,3.0,24.0,Full Time,LABORER,SUPERIOR STAFFING INC,False,Other Services,45.0,8747.84,426.13,Nissan,Altima,2010.0,ACTIVE
L024524,6000.0,6.0,24.0,Full Time,MACHINIST,NATIONAL OIL WELLS,False,Mining,60.0,15008.0,496.2,Ford,Flex,2014.0,CLOSED
L024525,3180.0,1.0,24.0,Full Time,LABORER,OPTIONS IN COMMUNITY LIVING,False,Other Services,54.0,14890.0,539.6,Ford,Fusion,2017.0,ACTIVE
L024526,3000.0,60.0,48.0,Full Time,STORE MANAGER,BEN'S WIRELESS,False,Retail,60.0,15968.9,547.4,Honda,Civic,2013.0,ACTIVE
L024527,3238.0,7.0,48.0,Full Time,WAREHOUSE ASSOCIATE,"INSIGHT ENTERPRISES, INC.",False,Unknown,47.0,11160.7,510.48,Kia,Forte,2016.0,ACTIVE
L024528,2800.0,28.0,36.0,Full Time,SORTING,HOMEWOOD DISPOSAL,False,Other Services,45.0,9355.2,466.04,Chrysler,200,2016.0,ACTIVE
L024529,5218.0,13.0,36.0,Full Time,MACHINIST / ENGINEER,WOODWARD MPC,False,Manufacturing,60.0,17134.3,579.25,Subaru,XV Crosstrek,2014.0,WRITE-OFF
L024530,5000.0,24.0,24.0,Full Time,DELIVERY DRIVER FOR MATTRE,PEDRO MARTINEZ DELIVERY 3C,False,Transport,60.0,18291.0,607.37,Hyundai,Santa Fe Sport,2018.0,WRITE-OFF
L024531,2400.0,12.0,24.0,Full Time,LABOR,NETTIES KITCHEN INC,False,Hospitality,45.0,10003.3,511.4,Buick,Enclave,2011.0,ACTIVE
L024533,2400.0,1.0,0.0,Full Time,EMPACADOR,ASLI FINE FOODS,False,Manufacturing,51.0,10898.6,505.49,Honda,Pilot,2011.0,ACTIVE
L024534,3000.0,12.0,24.0,Full Time,MAINTENANCE,BAY MARINE,False,Other Services,57.0,12918.7,543.33,Jeep,Grand Cherokee,2012.0,ACTIVE
L024535,2280.0,2.0,24.0,Full Time,LABORER,SPI STAFFING,False,Other Services,48.0,8480.3,421.29,Kia,Soul,2013.0,ACTIVE
L024536,5000.0,120.0,180.0,Full Time,CARPINTERO,GDBG1 INC,False,Construction,42.0,9605.45,495.22,Kia,Sorento,2014.0,ACTIVE
L024537,3000.0,12.0,24.0,Full Time,OTHER,UNITED FOODS CORP,False,Retail,48.0,10727.4,424.9,Volkswagen,Tiguan,2013.0,WRITE-OFF
L024538,2600.0,24.0,24.0,,,Family Fun Zone,False,Unknown,48.0,10780.0,403.93,BMW,3-Series,2014.0,ACTIVE
L024540,1256.0,3.0,48.0,,Front Desk,Planet Fitness,False,Unknown,40.0,8740.0,362.18,Ford,Focus,2014.0,ACTIVE
L024541,3200.0,5.0,0.0,Full Time,OPERATOR,CLEANMARK INC,False,Manufacturing,57.0,13695.5,558.65,Jeep,Compass,2017.0,WRITE-OFF
L024542,3600.0,11.0,12.0,Full Time,FORK LIFT,BOYD ALLENTON,False,Other Services,57.0,13486.8,547.72,Ford,Escape,2018.0,ACTIVE
L024543,3077.0,13.0,300.0,Full Time,SECURITY OFFICER,YELLOW BANANA/ SAVE-ALOT,False,Retail,57.0,11888.7,450.01,Jeep,Grand Cherokee,2014.0,ACTIVE
L024544,3800.0,12.0,24.0,Full Time,LABOR,CONAGRA FDS PACKAGE FDS LLC,False,Manufacturing,45.0,11861.3,499.63,Chevrolet,Equinox,2015.0,WRITE-OFF
L024545,4400.0,36.0,12.0,Full Time,LABOR,PROGRSIVE LANDSCAPING,False,Other Services,48.0,13781.5,520.55,Chevrolet,Silverado 1500,2015.0,ACTIVE
L024546,2400.0,1.0,24.0,Full Time,PACKER,METRO STAFF INC,False,Other Services,39.0,8463.17,502.87,Volkswagen,Jetta,2012.0,CLOSED
L024547,2400.0,3.0,24.0,Full Time,OPERATOR,SUPERIOR CONSOLIDATED INDUS,False,Manufacturing,43.0,10218.0,502.57,Ford,Escape,2014.0,ACTIVE
